 ,res_age_isrvy,education_cat,ethnicity,gender,household_head,household_size,house_type,marital_status,msa_status,cur_emplyment_status,glb_known_friend,political_party_cat,evangelical_or_born_again,religion,either_internet_adjusted,same_sex_couple,relationship_quality,coresident,same_school,growup_same_city,gender_attraction,same_college,US_raised,how_long_ago_first_met_cat,respondent_race,partner_race,met_through_friends,met_through_family,met_through_as_neighbors,met_through_as_coworkers,married,parental_approval,household_indollar,children_in_hh,distancemoved_10mi,how_long_ago_first_romantic,how_long_ago_first_cohab,how_long_relationship,age_difference,respondent_yrsed,partner_yrsed,partner_mom_yrsed,total_marriage,respondent_mom_yrsed,q8a,q8b,q9,q12,q13a,q13b,q16,q18a_1,q18a_2,q18a_3,q21a,q21b,q21c,q21d,q21e,q23,q30,q31_1,q31_2,q31_3,q31_4,q31_5,q31_6,q31_7,q31_8,q31_9,q31_other_text_entered,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q33_7,q33_other_text_entered,q24_met_online,summary_q24_total,q24_R_cowork,q24_R_friend,q24_R_family,q24_R_sig_other,q24_R_neighbor,q24_P_cowork,q24_P_friend,q24_P_family,q24_P_sig_other,q24_P_neighbor,q24_btwn_I_cowork,q24_btwn_I_friend,q24_btwn_I_family,q24_btwn_I_sig_other,q24_btwn_I_neighbor,q24_school,q24_college,q24_military,q24_church,q24_vol_org,q24_customer,q24_bar_restaurant,q24_internet_dating,q24_internet_social_networking,q24_internet_game,q24_internet_chat,q24_internet_community,q24_internet_other,q24_public,q24_private_party,q24_blind_date,q24_vacation,q24_singles_service_non_internet,q24_business_trip,q24_work_neighbor,q24_fam_sister_active,q24_fam_brother_active,q24_fam_mother_active,q24_fam_father_active,q24_fam_other_active,q24_fam_cousins_active,q24_fam_aunt_niece_active,q24_fam_uncle_nephew_active,q24_fam_grandmother_active,q24_fam_grandfather_active,q24_fam_sister_passive,q24_fam_brother_passive,q24_fam_mother_passive,q24_fam_father_passive,q24_fam_other_passive,q24_fam_cousins_passive,q24_fam_aunt_niece_passive,q24_fam_uncle_nephew_passive,q24_fam_grandmother_passive,q24_fam_grandfather_passive,q24_fam_female,q24_fam_male,together_or_not
3202821,82,4,1,1,1,2,1,1,1,5,92250,1,2,3,0,0,5,1,2,2,1,2,1,7,1,1,1,0,1,0,1,,0,4,150,61,58,61,4,16,13,12,1,14,1,,78,1,2,2,15,,,,20,21,24,24,,1,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3203513,51,3,1,2,1,2,1,3,0,1,22250,3,2,3,,,,,,,,,,,1,,,,,,0,,0,2,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3207281,28,3,1,2,1,2,2,1,1,1,55000,3,2,11,0,0,5,1,2,2,2,2,1,3,1,1,0,0,0,0,1,1,0,1,2700,6,6,6,3,13,13,12,1,9,1,,31,2,1,,0,,,,22,22,22,22,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208691,69,2,1,2,1,2,1,1,1,2,67250,1,2,3,0,0,5,1,2,1,1,,1,7,1,1,1,0,0,0,1,,0,2,0,48,47,48,6,12,16,12,1,7.5,2,2,75,1,1,,1,,,,21,21,22,22,,1,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209205,20,3,1,2,0,4,1,5,1,1,92250,3,2,3,0,0,4,1,2,2,1,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1.5,16,13,13,12,,16,1,,36,5,1,,3,0,0,1,20,20,20,,,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3210466,46,4,1,1,1,2,1,6,1,1,162250,3,2,6,0,1,4,1,2,2,5,2,1,3,1,1,1,0,0,0,0,0,0,3,320,9,8,9,6,17,16,16,,2.5,1,,40,2,1,,4,0,0,1,37,37,38,,,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3211225,22,2,1,2,1,1,1,5,1,7,162250,3,2,5,0,0,5,0,1,1,1,,1,4,1,1,0,1,0,0,0,1,0,3,0,2,,4,3,12,17,16,,16,1,,25,2,1,,30,0,0,1,10,20,,,,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3213692,69,2,1,2,1,1,1,2,1,5,11250,3,1,1,0,0,5,0,2,2,1,,1,7,1,1,0,0,0,0,0,,0,4,20,54,,54,1,12,14,11,,9,1,,70,1,1,,0,0,0,1,15,15,,,,3,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215271,27,3,1,2,1,5,3,1,0,7,27250,1,1,11,0,0,4,1,2,2,1,2,1,3,1,2,0,0,0,1,1,1,2,2,670,8,7,8,1,13,13,14,1,12,1,,28,5,1,,0,,,,19,19,20,20,,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217235,23,3,1,2,1,2,1,5,1,7,67250,3,2,5,0,0,4,0,2,2,1,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,,0.050000001,1,13,16,12,,16,1,,24,2,1,,0,0,0,1,23,23,,,,3,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218494,49,4,1,2,1,5,3,4,1,1,22250,3,2,5,,,,,,,,,,,1,,,,,,0,,2,1,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3220255,25,2,1,2,0,4,2,5,1,1,45000,3,2,12,,,,,,,,,,,1,,,,,,0,,1,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3221753,75,2,1,2,1,1,2,3,1,5,32250,1,1,2,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3222633,63,1,1,2,1,3,1,3,1,1,32250,3,1,2,,,,,,,,,,,1,,,,,,0,,0,5,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3225411,41,2,1,2,1,4,3,1,1,6,13750,3,2,13,0,0,5,1,2,2,1,,1,6,1,1,0,1,0,0,1,1,2,4,90,23,23,23,9,12,12,12,1,12,2,13,50,4,2,11,0,,,,16,18,18,26,,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3226271,27,4,1,1,0,2,1,1,0,1,92250,3,1,1,0,0,5,1,2,2,1,1,0,2,1,1,0,0,0,1,1,1,0,1,7070,5,2,5,0,16,17,16,1,14,2,11,27,3,1,,6,,,,22,22,25,25,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3227752,75,4,1,1,1,1,1,2,1,5,92250,3,2,3,0,0,4,1,2,2,1,2,1,1,1,1,0,0,0,0,0,,0,4,10,1,0,2.5,5,20,17,7.5,,5.5,1,,70,2,1,,1,0,0,1,73,74,75,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3228645,64,4,1,1,1,1,1,5,1,5,45000,3,2,2,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3230225,22,3,1,1,0,7,1,5,1,1,67250,1,2,13,0,0,5,0,2,2,1,1,1,1,1,1,0,0,0,0,0,1,3,1,0,0,,0.050000001,1,13,14,13,,13,1,,23,5,1,,12,0,0,1,21,22,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233505,50,3,1,1,1,1,1,5,1,6,8750,1,2,12,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3241291,29,2,1,2,1,4,1,1,1,2,92250,3,2,2,0,0,5,1,2,2,1,,1,4,1,1,1,0,0,0,1,1,2,4,10,11,11,11,8,12,13,13,1,12,1,,37,5,1,,15,,,,18,18,18,19,,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3243712,71,2,1,2,1,1,1,2,1,5,32250,1,2,3,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3248722,72,1,1,1,1,2,1,2,1,5,37250,3,1,2,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3251692,69,2,1,2,1,1,1,2,1,5,32250,1,1,2,1,0,3,0,2,2,1,,1,1,1,1,0,0,0,0,0,0,0,4,270,0,,0.75,0,12,13,12,,10,1,,69,3,1,,0,0,0,1,68,69,,,,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3253415,41,2,1,1,0,3,3,5,1,1,67250,1,2,3,0,0,5,0,2,2,1,,1,4,1,6,0,0,0,1,0,0,0,1,0,5,,5,9,12,12,12,,5.5,1,,50,1,1,,0,0,0,1,26,36,,,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3255515,51,3,4,1,1,1,1,5,1,1,45000,3,2,3,0,0,4,0,2,2,1,2,1,3,6,2,1,0,0,0,0,1,0,3,0,6,,6,1,14,17,12,,12,1,,52,2,1,,10,0,0,1,44,45,,,,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3256305,30,4,5,2,1,3,3,5,1,1,67250,3,2,3,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3258205,20,3,1,2,0,4,1,5,1,1,112250,3,2,11,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3259601,60,4,1,1,1,2,2,1,1,5,112250,3,2,3,0,0,5,1,2,2,1,1,1,4,1,1,1,0,0,1,1,,0,4,1750,13,8,13,2,16,20,12,2,16,1,,62,2,1,,2,,,,45,47,52,56,,3,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3262471,47,2,4,2,1,3,1,1,1,1,55000,3,2,3,0,0,4,1,2,2,1,,1,5,6,1,0,0,0,0,1,1,0,2,230,16,15,16,2,12,13,12,3,13,1,,49,2,1,,0,,,,31,31,32,33,,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3265275,27,4,1,2,1,1,3,5,1,1,45000,3,2,5,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3271461,46,2,1,1,0,4,2,1,1,1,45000,3,2,3,0,0,5,1,2,2,1,,1,6,1,1,0,0,0,0,1,,0,3,0,25,24,25,4,12,12,12,1,7.5,1,,42,3,1,,0,,,,21,21,22,23,,1,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3274445,44,2,4,2,1,3,3,5,1,3,8750,2,2,11,,,,,,,,,,,6,,,,,,0,,0,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3277771,77,1,2,1,1,2,1,1,1,5,67250,3,1,1,0,0,5,1,2,2,1,,1,7,2,6,0,0,0,0,1,1,0,1,1190,31,28,31,24,10,20,17,2,16,2,9,53,2,1,,5,,,,45,46,49,60,,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3279543,54,4,1,2,1,1,1,3,1,2,22250,3,2,11,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3280562,56,1,1,2,1,4,1,2,1,1,17250,3,2,2,0,0,4,0,2,2,1,,1,1,1,1,,,,,0,0,0,2,0,0,,0.449999988,6,11,13,14,,5.5,1,,50,3,1,,20,0,0,1,56,56,,,,3,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282713,71,1,1,2,0,3,2,3,1,5,80000,3,1,11,,,,,,,,,,,1,,,,,,0,,0,4,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3283215,21,3,4,1,1,6,1,5,1,1,162250,1,2,3,,,,,,,,,,,6,,,,,,0,,3,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3286396,39,4,1,2,1,3,1,6,1,1,80000,3,1,2,0,1,5,1,2,2,4,2,1,3,1,1,0,0,0,1,1,1,0,3,10,9,9,9,12,17,14,11,1,12,1,,51,2,1,,4,0,0,1,30,30,30,33,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3287256,25,4,4,2,1,2,1,6,1,1,32250,3,2,2,0,1,4,1,2,2,5,1,1,3,6,2,0,0,0,0,1,1,0,3,10,5,1,5,2,16,17,12,1,17,2,13,23,2,1,,3,0,0,1,19,20,24,25,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3288345,34,4,4,1,1,1,3,5,1,1,45000,3,2,13,,,,,,,,,,,6,,,,,,0,,0,1,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3290295,29,2,1,2,1,3,3,5,1,1,27250,1,2,13,,,,,,,,,,,1,,,,,,0,,1,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3291591,59,1,1,1,1,2,1,1,1,6,32250,3,2,3,0,0,5,1,2,2,1,,0,4,1,1,0,0,1,0,1,,0,4,270,12,12,12,10,11,12,12,2,12,2,3,49,3,1,,0,,,,47,47,47,56,,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3292772,77,1,2,2,1,6,1,2,1,5,37250,3,1,9,0,0,5,0,2,2,1,,1,7,2,2,1,1,0,0,0,,0,1,0,11,,11,3,12,2.5,2.5,,16,1,,80,2,1,,5,0,0,1,18,66,,,,3,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3293496,49,4,1,2,1,2,1,6,1,1,137250,3,2,2,1,1,5,1,2,2,2,2,1,3,1,1,0,0,0,0,0,,0,3,600,6,3,6,7,16,16,13,,16,1,,42,2,1,,0,0,0,1,43,43,46,,,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296285,28,4,1,2,0,4,2,5,1,1,92250,3,2,3,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3300751,75,1,1,1,1,2,1,1,0,2,80000,3,1,9,0,0,5,1,2,2,1,,1,7,1,1,0,0,0,0,1,,0,4,0,41,40,41,8,5.5,20,12,2,2.5,1,,67,2,1,,7,,,,33,34,35,35,,3,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3303271,27,4,1,2,1,2,1,1,1,1,137250,3,2,3,0,0,4,1,2,2,1,2,1,3,1,1,1,0,0,0,1,1,0,1,0,9,4,9,0,16,16,12,1,12,1,,27,2,1,,20,,,,18,18,23,24,,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3304235,23,2,1,1,0,4,1,5,1,7,55000,1,2,11,0,0,4,0,1,1,1,,1,1,1,6,1,0,0,0,0,0,0,1,0,2,,1.5,2,12,13,13,,13,1,,21,1,1,,1,0,0,1,21,21,,,,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306371,37,3,1,1,1,2,1,1,1,1,200000,3,2,13,0,0,5,1,2,2,1,1,1,5,1,1,0,0,0,0,1,1,0,1,0,19,17,19,0,13,16,16,1,16,1,,37,2,1,,1,,,,18,18,20,18,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3308311,31,4,1,1,1,2,3,1,1,2,80000,3,2,2,0,0,5,1,2,2,1,1,1,3,1,1,0,0,0,0,1,1,0,1,40,9,7,9,3,16,16,17,1,16,1,,34,2,1,,2,,,,22,22,24,28,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3310241,24,4,1,1,1,2,3,1,1,4,80000,1,2,13,0,0,5,1,1,1,1,2,1,3,1,1,1,0,0,0,1,1,0,2,230,6,2,6,1,16,16,16,1,16,1,,25,4,2,4,0,,,,18,18,22,22,,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3311573,57,2,1,2,1,1,3,3,0,6,6250,3,1,1,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3312261,26,4,1,2,0,3,3,1,1,7,8750,1,2,4,0,0,5,1,2,2,1,1,1,2,1,1,0,0,1,0,1,1,0,4,210,5,4,5,3,16,16,16,1,13,1,,29,1,1,,7,,,,21,21,22,22,,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3316525,52,2,2,1,1,3,1,5,0,7,27250,3,2,1,,,,,,,,,,,2,,,,,,0,,0,3,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
