 ,res_age_isrvy,education_cat,ethnicity,gender,household_head,household_size,house_type,marital_status,msa_status,cur_emplyment_status,glb_known_friend,political_party_cat,evangelical_or_born_again,religion,either_internet_adjusted,same_sex_couple,relationship_quality,coresident,same_school,growup_same_city,gender_attraction,same_college,US_raised,how_long_ago_first_met_cat,respondent_race,partner_race,met_through_friends,met_through_family,met_through_as_neighbors,met_through_as_coworkers,married,parental_approval,household_indollar,children_in_hh,distancemoved_10mi,how_long_ago_first_romantic,how_long_ago_first_cohab,how_long_relationship,age_difference,respondent_yrsed,partner_yrsed,partner_mom_yrsed,total_marriage,respondent_mom_yrsed,q8a,q8b,q9,q12,q13a,q13b,q16,q18a_1,q18a_2,q18a_3,q21a,q21b,q21c,q21d,q21e,q23,q30,q31_1,q31_2,q31_3,q31_4,q31_5,q31_6,q31_7,q31_8,q31_9,q31_other_text_entered,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q33_7,q33_other_text_entered,q24_met_online,summary_q24_total,q24_R_cowork,q24_R_friend,q24_R_family,q24_R_sig_other,q24_R_neighbor,q24_P_cowork,q24_P_friend,q24_P_family,q24_P_sig_other,q24_P_neighbor,q24_btwn_I_cowork,q24_btwn_I_friend,q24_btwn_I_family,q24_btwn_I_sig_other,q24_btwn_I_neighbor,q24_school,q24_college,q24_military,q24_church,q24_vol_org,q24_customer,q24_bar_restaurant,q24_internet_dating,q24_internet_social_networking,q24_internet_game,q24_internet_chat,q24_internet_community,q24_internet_other,q24_public,q24_private_party,q24_blind_date,q24_vacation,q24_singles_service_non_internet,q24_business_trip,q24_work_neighbor,q24_fam_sister_active,q24_fam_brother_active,q24_fam_mother_active,q24_fam_father_active,q24_fam_other_active,q24_fam_cousins_active,q24_fam_aunt_niece_active,q24_fam_uncle_nephew_active,q24_fam_grandmother_active,q24_fam_grandfather_active,q24_fam_sister_passive,q24_fam_brother_passive,q24_fam_mother_passive,q24_fam_father_passive,q24_fam_other_passive,q24_fam_cousins_passive,q24_fam_aunt_niece_passive,q24_fam_uncle_nephew_passive,q24_fam_grandmother_passive,q24_fam_grandfather_passive,q24_fam_female,q24_fam_male,together_or_not
2003516,51,4,1,2,1,2,1,6,1,2,67250,3,2,13,0,1,5,1,1,2,5,2,1,7,1,1,0,0,0,0,0,0,0,3,2410,35,32,35,2,17,17,12,,12,2,2,53,2,2,2,0,0,0,1,15,16,19,,,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007215,21,3,5,1,0,7,1,5,1,4,112250,3,2,2,,,,,,,,,,,1,,,,,,0,,1,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2009245,24,4,1,2,1,1,3,5,1,2,67250,1,2,5,0,0,5,1,2,2,1,2,1,2,1,1,0,0,0,0,0,1,0,1,20,3,3,4,2,16,16,17,,13,1,,26,3,1,,6,0,0,1,21,21,21,,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014235,23,3,4,2,0,6,1,5,1,4,80000,3,2,12,,,,,,,,,,,6,,,,,,0,,0,3,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2016761,76,2,1,1,1,2,1,1,1,5,55000,1,2,3,0,0,5,1,2,1,1,,1,7,1,1,1,0,0,0,1,,0,4,1420,55,54,55,1,12,12,12,1,11,1,,75,1,1,,0,,,,21,21,22,22,,3,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018495,49,4,2,1,1,2,1,5,1,1,55000,3,2,1,0,0,4,0,2,2,4,2,1,1,2,2,0,0,0,1,0,1,0,1,2330,0,,0.150000006,6,17,17,16,,17,1,,43,2,1,,0,0,0,1,49,49,,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019435,43,3,4,1,0,3,1,5,1,2,17250,1,2,12,,,,,,,,,,,6,,,,,,0,,0,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020261,26,3,1,1,0,3,1,1,0,1,22250,1,2,11,0,0,4,1,2,2,1,,1,3,1,1,1,0,0,0,1,1,0,5,50,7,6,7,3,13,12,12,1,13,1,,23,5,1,,2,,,,18,19,20,20,,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021515,51,4,1,1,1,1,2,5,1,1,67250,1,2,11,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024595,59,2,1,1,0,3,1,5,0,6,27250,3,1,1,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2025423,42,3,2,1,1,2,1,3,0,1,67250,3,1,2,1,0,5,0,2,2,1,2,1,1,2,2,0,0,0,0,0,0,0,3,520,0,0,0.050000001,0,13,16,12,,17,1,,42,2,1,,0,0,0,1,42,42,42,,,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026446,44,2,1,1,1,2,3,6,1,1,80000,3,2,2,0,1,5,1,2,2,5,,1,4,1,1,0,0,1,0,0,1,0,3,2350,13,13,13,7,12,12,12,,12,1,,37,2,1,,,0,0,1,31,31,31,,,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2027521,52,4,1,1,1,4,2,1,1,2,67250,1,2,10,0,0,5,1,2,2,1,2,1,6,1,1,0,0,0,1,1,,2,4,560,22,22,22,3,20,16,12,1,14,2,2,49,2,2,1,0,,,,29,30,30,30,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2032535,53,2,1,1,1,1,1,5,1,1,32250,1,2,13,0,0,4,0,2,2,1,,1,3,1,1,1,0,0,0,0,,0,4,0,8,,8,2,12,12,12,,10,1,,51,5,1,,4,0,0,1,44,45,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034526,52,4,1,2,1,2,1,6,1,1,137250,3,2,13,1,1,4,1,2,2,4,2,1,6,1,1,0,0,0,0,1,0,1,3,760,3,3,4,7,16,17,16,2,13,2,3,45,3,2,3,0,0,0,1,23,49,49,49,,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036461,46,4,1,1,1,2,1,1,1,1,112250,1,1,2,0,0,5,1,2,2,1,2,1,6,1,1,1,1,1,0,1,1,0,4,3370,20,20,20,9,17,14,16,2,9,2,3,55,3,1,,0,,,,25,26,26,27,,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2038275,27,3,1,1,1,5,1,5,1,1,112250,3,,3,0,0,5,1,2,2,1,,1,1,1,1,0,1,0,0,1,1,0,1,0,2,2,2.5,2,14,12,12,1,12,2,2,29,5,1,,6,,,,25,25,25,26,,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2039531,53,2,1,2,1,2,2,1,1,1,92250,3,2,13,0,1,5,1,2,2,4,,0,4,1,1,1,0,1,1,1,,0,3,9050,11,11,11,2,12,17,12,2,7.5,1,,51,2,2,3,0,0,0,1,41,42,42,48,,2,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040821,82,4,1,1,1,3,1,1,1,5,55000,1,2,2,0,0,4,1,2,2,1,,1,7,1,1,0,0,0,0,1,,0,4,10,54,54,54,5,16,12,12,1,5.5,1,,77,4,1,,0,,,,28,28,28,28,,3,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2042523,52,3,1,2,1,1,1,3,1,2,37250,3,2,11,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2044583,58,4,1,2,1,1,3,3,1,1,80000,1,2,3,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2045781,78,4,1,1,1,2,1,1,0,5,55000,2,2,13,0,0,5,1,2,2,1,1,1,7,1,1,0,0,0,0,1,,0,4,300,54,54,54,1,17,16,16,1,7.5,1,,77,5,1,,1,,,,24,24,24,24,,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047493,49,4,1,2,1,1,1,3,1,1,67250,3,2,2,1,1,4,0,2,2,5,2,1,1,1,1,0,0,0,0,0,,0,3,0,0,,0.449999988,1,16,17,17,,14,1,,50,2,2,2,6,0,0,1,48,49,,,,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049245,24,3,1,2,0,3,1,5,1,1,112250,1,1,11,0,0,5,1,1,1,1,,1,1,1,1,1,1,0,0,0,1,0,1,20,2,2,2.5,2,13,12,12,,12,1,,22,1,1,,30,0,0,1,22,22,22,,,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2053443,44,3,1,2,1,2,1,3,1,1,55000,3,2,2,0,1,5,0,2,2,5,2,1,1,1,1,0,0,0,1,0,1,0,3,0,0,,0.150000006,0,14,13,12,,12,1,,44,5,2,13,2,0,0,1,44,44,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054533,53,2,1,2,1,1,1,3,0,1,112250,3,2,12,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2056495,49,2,1,1,0,3,1,5,1,7,17250,3,2,3,,,,,,,,,,,1,,,,,,0,,0,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2057205,20,3,1,2,0,4,1,5,1,4,162250,1,2,2,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2058585,58,4,4,2,1,3,1,5,1,1,22250,3,1,11,,,,,,,,,,,6,,,,,,0,,0,4,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2060381,38,2,1,1,1,3,1,1,1,1,67250,3,2,13,,,,,,,,,,,1,,,,,,1,,1,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2062511,51,1,1,2,0,2,1,1,0,1,55000,1,2,2,0,0,5,1,1,1,1,,1,5,1,1,0,0,0,0,1,1,0,3,0,16,16,16,1,10,13,16,4,12,1,,52,1,1,,4,,,,35,35,35,35,,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2063205,20,3,1,1,0,3,1,5,1,4,200000,3,2,3,0,0,5,0,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,3,0,3,,4,0,13,13,16,,17,1,,20,3,1,,0,0,0,1,16,17,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064651,65,1,1,1,1,2,1,1,0,2,13750,1,1,2,0,0,5,1,1,1,1,,1,7,1,1,0,0,0,0,1,,0,3,70,49,47,49,1,9,12,5.5,1,2.5,1,,66,1,1,,30,,,,14,16,18,18,,3,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066551,55,4,1,1,1,2,1,1,0,1,67250,3,1,2,1,0,5,1,2,2,1,1,1,3,1,1,0,0,0,0,1,1,0,1,30,9,8,9,2,16,14,12,2,16,2,3,57,2,1,,3,,,,46,46,47,47,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2067411,41,3,4,1,1,6,1,1,1,1,92250,1,2,1,0,0,5,1,2,2,1,,1,6,6,4,0,0,0,0,1,1,3,1,0,21,21,21,2,14,12,12,1,12,1,,39,3,1,,2,,,,20,20,20,21,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2070361,36,2,4,1,1,4,2,1,1,1,45000,3,2,3,1,0,5,1,2,2,1,,1,4,6,2,0,0,0,0,1,1,2,1,50,11,8,11,6,12,20,12,1,10,1,,30,2,1,,3,,,,25,25,28,29,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2071506,50,3,1,2,1,2,1,6,1,1,112250,3,2,11,0,1,5,1,2,2,5,2,1,3,1,1,0,0,0,1,0,1,0,3,190,9,8,9,8,14,14,12,,11,1,,42,3,2,3,15,1,0,0,40,41,42,,45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072195,19,1,1,2,0,4,1,5,1,7,200000,1,1,1,0,0,5,0,2,1,1,,1,2,1,1,1,1,0,0,0,1,1,1,0,0,,0.75,1,11,13,16,,17,1,,20,3,2,1,12,0,0,1,16,19,,,,3,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2074513,51,4,1,2,1,1,1,3,1,1,22250,2,2,3,,,,,,,,,,,1,,,,,,0,,0,2,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2077215,21,3,1,1,1,1,3,5,1,1,8750,3,1,2,0,0,2,0,2,1,1,,1,1,1,2,1,1,0,0,0,0,0,1,130,2,,2.5,10,13,12,12,,17,1,,31,5,1,,0,0,0,1,19,19,,,,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078631,63,2,1,2,1,2,1,1,1,1,32250,1,2,2,0,0,4,1,2,2,1,,1,7,1,1,0,0,0,0,1,1,0,1,0,46,46,46,4,12,12,12,1,12,1,,67,5,1,,5,,,,16,17,17,17,,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085245,24,3,1,2,1,1,1,5,1,1,92250,1,1,2,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2086556,55,4,1,2,1,2,1,6,1,1,112250,3,2,13,0,1,5,1,2,2,5,2,1,7,1,1,0,0,0,1,0,1,0,3,10,30,30,30,2,16,16,14,,14,1,,53,2,1,,0,1,1,0,24,25,25,,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2087543,54,2,1,2,1,1,1,3,1,1,45000,3,2,2,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2088471,47,3,5,1,1,3,2,1,1,1,80000,3,1,13,0,0,5,1,2,2,1,2,1,4,1,1,0,0,0,0,1,1,1,3,240,13,12,13,2,13,13,12,2,12,1,,49,5,1,,1,,,,34,34,35,,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2090195,19,3,1,2,0,2,2,5,1,1,67250,3,2,5,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2092496,49,4,1,1,1,2,1,6,1,1,112250,1,2,4,0,1,5,1,2,1,5,2,1,4,1,2,0,0,0,0,0,1,0,3,0,12,11,12,5,16,13,17,,13,1,,44,2,1,,4,1,0,0,37,37,38,,39,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2096536,53,3,1,2,1,2,1,6,1,1,112250,3,2,2,0,1,5,1,2,2,5,2,1,4,1,1,1,0,0,0,0,,0,1,20,15,15,15,4,14,16,12,,12,2,3,49,2,2,2,0,1,0,0,38,38,38,,43,2,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2098515,51,3,1,2,1,1,3,5,1,6,11250,2,2,3,0,0,4,0,2,1,1,2,1,6,1,1,0,1,0,0,0,0,0,5,0,21,19,21,2,13,13,12,,13,2,1,53,3,1,,1,0,0,1,30,30,32,,,3,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2099831,83,2,1,1,1,2,1,1,1,5,37250,3,2,3,0,0,5,1,1,1,1,,1,7,1,1,0,1,0,1,1,,0,5,0,56,,56,5,12,10,7.5,1,9,1,,78,2,1,,5,,,,27,27,,28,,1,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2101416,41,2,1,2,0,4,1,6,1,1,22250,1,2,13,0,0,5,1,2,2,1,,1,6,1,1,1,0,1,0,0,1,2,1,0,3,3,4,2,12,11,11,,11,1,,43,5,1,,2,0,0,1,20,38,38,,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2102553,55,2,1,2,1,1,3,3,1,6,22250,3,2,3,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2103296,29,4,2,2,1,2,3,6,1,1,45000,3,1,1,0,0,4,1,2,2,1,2,1,4,2,2,0,1,1,0,0,1,0,1,0,14,2,14,2,16,13,13,,16,2,12,31,2,1,,1,0,0,1,14,15,27,,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
